info,Район,Тип,Тип.объекта,Комнаты,Этаж,Площадь,Площадь.кухни,Жилая.площадь,Цена,Цена.за.м,Материал.здания,cluster,Год.постройки,Кол.во.подьездов,Перекрытия,Стены,Мусоропровод,Отопление,Газ.плита,Этаж_квартиры,Этажность_дома
Центральный_Вторичная_3_4/5_53_108491_Кирпич,Центральный,Квартира,Вторичная,3,4/5,53.0,,,5750000,108491,Кирпич,1986.0,1960.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Нет,4.0,5.0
Заельцовский_Вторичная_2_2/9_43.9_95672_Панель,Заельцовский,Квартира,Вторичная,2,2/9,43.9,7.0,27.4,4200000,95672,Панель,1987.0,1984.0,10.0,Железобетонные,Панельные,Есть,Центральное,Нет,2.0,9.0
Заельцовский_Вторичная_3_8/9_60.1_79035_Панель,Заельцовский,Квартира,Вторичная,3,8/9,60.1,7.1,41.9,4750000,79035,Панель,1987.0,1984.0,10.0,Железобетонные,Панельные,Есть,Центральное,Нет,8.0,9.0
Ленинский_Вторичная_2_2/5_51.2_79102_Кирпич,Ленинский,Квартира,Вторичная,2,2/5,51.2,9.3,31.4,4050000,79102,Кирпич,1988.0,1954.0,4.0,Деревянные,Кирпич,,Центральное,Да,2.0,5.0
Ленинский_Вторичная_3_2/5_66_78788_Кирпич,Ленинский,Квартира,Вторичная,3,2/5,66.0,8.3,40.0,5200000,78788,Кирпич,1988.0,1954.0,4.0,Деревянные,Кирпич,,Центральное,Да,2.0,5.0
Октябрьский_Вторичная_2_10/10_59_77458_Панель,Октябрьский,Квартира,Вторичная,2,10/10,59.0,12.0,37.0,4570000,77458,Панель,1989.0,2015.0,7.0,Железобетонные,Панельные,Нет,Центральное,Нет,10.0,10.0
Октябрьский_Вторичная_3_6/10_58.1_87780_Панель,Октябрьский,Квартира,Вторичная,3,6/10,58.1,8.1,45.0,5100000,87780,Панель,1989.0,2015.0,7.0,Железобетонные,Панельные,Нет,Центральное,Нет,6.0,10.0
Калининский_Вторичная_1_2/9_36.6_87432_Панель,Калининский,Квартира,Вторичная,1,2/9,36.6,9.1,18.8,3200000,87432,Панель,1990.0,1975.0,6.0,Железобетонные,Панельные,Есть,Центральное,Нет,2.0,9.0
Октябрьский_Вторичная_3_4/15_117.1_93083_Кирпич,Октябрьский,Квартира,Вторичная,3,4/15,117.1,12.3,63.5,10900000,93083,Кирпич,1991.0,2016.0,3.0,Железобетонные,Кирпич,Есть,Центральное,Нет,4.0,15.0
Октябрьский_Вторичная_3_9/15_118.7_147430_Кирпич,Октябрьский,Квартира,Вторичная,3,9/15,118.7,16.0,,17500000,147430,Кирпич,1991.0,2016.0,3.0,Железобетонные,Кирпич,Есть,Центральное,Нет,9.0,15.0
Заельцовский_Вторичная_3_12/25_107_104953_Монолит,Заельцовский,Квартира,Вторичная,3,12/25,107.0,15.0,,11230000,104953,Монолит,1992.0,2008.0,1.0,Железобетонные,Монолитные,Нет,Центральное,Нет,12.0,25.0
Заельцовский_Вторичная_3_24/25_91_103846_Кирпич,Заельцовский,Квартира,Вторичная,3,24/25,91.0,25.0,50.0,9450000,103846,Кирпич,1992.0,2008.0,1.0,Железобетонные,Монолитные,Нет,Центральное,Нет,24.0,25.0
Кировский_Вторичная_3_2/9_64_76563_Кирпич,Кировский,Квартира,Вторичная,3,2/9,64.0,9.0,40.0,4900000,76563,Кирпич,1993.0,1984.0,6.0,Железобетонные,Панельные,Нет,Центральное,Нет,2.0,9.0
Кировский_Вторичная_3_8/9_64_78125_Панель,Кировский,Квартира,Вторичная,3,8/9,64.0,8.6,48.1,5000000,78125,Панель,1993.0,1984.0,6.0,Железобетонные,Панельные,Нет,Центральное,Нет,8.0,9.0
Октябрьский_Вторичная_Студия_2/5_18.2_68500_Кирпич,Октябрьский,Квартира,Вторичная,Студия,2/5,18.2,2.0,16.2,1246700,68500,Кирпич,1994.0,1956.0,2.0,Деревянные,Кирпич,Нет,Центральное,Нет,2.0,5.0
Октябрьский_Вторичная_Студия_3/5_13_119231_Кирпич,Октябрьский,Квартира,Вторичная,Студия,3/5,13.0,,,1550000,119231,Кирпич,1994.0,1956.0,2.0,Деревянные,Кирпич,Нет,Центральное,Нет,3.0,5.0
Ленинский_Вторичная_1_14/17_38.1_112861_Монолит,Ленинский,Квартира,Вторичная,1,14/17,38.1,10.3,15.0,4300000,112861,Монолит,1995.0,2008.0,2.0,Железобетонные,Монолитные,Есть,Центральное,Нет,14.0,17.0
Ленинский_Вторичная_1_4/17_41.1_96107_Монолит,Ленинский,Квартира,Вторичная,1,4/17,41.1,10.3,17.3,3950000,96107,Монолит,1995.0,2008.0,2.0,Железобетонные,Монолитные,Есть,Центральное,Нет,4.0,17.0
Октябрьский_Вторичная_1_6/10_60_113333_Кирпич,Октябрьский,Квартира,Вторичная,1,6/10,60.0,16.0,22.0,6800000,113333,Кирпич,1996.0,2002.0,9.0,Железобетонные,Смешанные,Нет,Центральное,Нет,6.0,10.0
Октябрьский_Вторичная_4_9/10_127.3_157109_Кирпич,Октябрьский,Квартира,Вторичная,4,9/10,127.3,25.0,70.0,20000000,157109,Кирпич,1996.0,2002.0,9.0,Железобетонные,Смешанные,Нет,Центральное,Нет,9.0,10.0
Октябрьский_Вторичная_1_10/10_41_61951_Панель,Октябрьский,Квартира,Вторичная,1,10/10,41.0,11.0,17.0,2540000,61951,Панель,1997.0,,,,,,,,10.0,10.0
Октябрьский_Вторичная_1_10/10_42_59524_Панель,Октябрьский,Квартира,Вторичная,1,10/10,42.0,11.0,17.0,2500000,59524,Панель,1997.0,,,,,,,,10.0,10.0
Ленинский_Вторичная_2_1/2_41_39024_Блоки,Ленинский,Квартира,Вторичная,2,1/2,41.0,6.0,25.0,1600000,39024,Блоки,1998.0,1954.0,3.0,Деревянные,Кирпич,Нет,"Автономная котельная (крышная, встроенно-пристроенная)",Да,1.0,2.0
Ленинский_Вторичная_2_1/2_41_40244_Кирпич,Ленинский,Квартира,Вторичная,2,1/2,41.0,6.0,,1650000,40244,Кирпич,1998.0,1954.0,3.0,Деревянные,Кирпич,Нет,"Автономная котельная (крышная, встроенно-пристроенная)",Да,1.0,2.0
Октябрьский_Вторичная_1_2/5_30_110000_Панель,Октябрьский,Квартира,Вторичная,1,2/5,30.0,6.0,15.0,3300000,110000,Панель,1999.0,1970.0,8.0,Железобетонные,Панельные,Нет,Центральное,Нет,2.0,5.0
Октябрьский_Вторичная_1_2/5_30_110000_Панель,Октябрьский,Квартира,Вторичная,1,2/5,30.0,6.0,,3300000,110000,Панель,1999.0,1970.0,8.0,Железобетонные,Панельные,Нет,Центральное,Нет,2.0,5.0
Ленинский_Вторичная_4_5/5_74.6_63673_Панель,Ленинский,Квартира,Вторичная,4,5/5,74.6,7.0,58.0,4750000,63673,Панель,2000.0,1970.0,4.0,Железобетонные,Панельные,Нет,Центральное,Нет,5.0,5.0
Ленинский_Вторичная_4_5/5_74_66081_Панель,Ленинский,Квартира,Вторичная,4,5/5,74.0,7.0,,4890000,66081,Панель,2000.0,1970.0,4.0,Железобетонные,Панельные,Нет,Центральное,Нет,5.0,5.0
Советский_Вторичная_3_1/9_64.4_58385_Панель,Советский,Квартира,Вторичная,3,1/9,64.4,9.0,39.3,3760000,58385,Панель,2001.0,1989.0,10.0,Железобетонные,Панельные,Есть,Центральное,Нет,1.0,9.0
Советский_Вторичная_3_1/9_64_59375_Панель,Советский,Квартира,Вторичная,3,1/9,64.0,9.0,,3800000,59375,Панель,2001.0,1989.0,10.0,Железобетонные,Панельные,Есть,Центральное,Нет,1.0,9.0
Первомайский_Вторичная_3_17/18_95.1_69401_Панель,Первомайский,,Вторичная,3,17/18,95.1,21.0,54.0,6600000,69401,Панель,2002.0,,,,,,,,17.0,18.0
Первомайский_Вторичная_Студия_15/18_19.3_95855_Блоки,Первомайский,,Вторичная,Студия,15/18,19.3,5.0,,1850000,95855,Блоки,2002.0,,,,,,,,15.0,18.0
Ленинский_Вторичная_3_7/10_69.5_100719_Панель,Ленинский,,Вторичная,3,7/10,69.5,8.1,42.9,7000000,100719,Панель,2003.0,,,,,,,,7.0,10.0
Ленинский_Вторичная_3_7/10_73_94521_Панель,Ленинский,,Вторичная,3,7/10,73.0,8.1,,6900000,94521,Панель,2003.0,,,,,,,,7.0,10.0
Ленинский_Вторичная_2_7/9_45.9_91503_Кирпич,Ленинский,Квартира,Вторичная,2,7/9,45.9,6.0,28.0,4200000,91503,Кирпич,2004.0,1978.0,4.0,Железобетонные,Кирпич,Есть,Центральное,Нет,7.0,9.0
Ленинский_Вторичная_3_6/9_57_78772_Кирпич,Ленинский,Квартира,Вторичная,3,6/9,57.0,6.8,,4490000,78772,Кирпич,2004.0,1978.0,4.0,Железобетонные,Кирпич,Есть,Центральное,Нет,6.0,9.0
Центральный_Вторичная_3_4/7_94_106383_Кирпич,Центральный,Квартира,Вторичная,3,4/7,94.0,9.0,,10000000,106383,Кирпич,2005.0,1934.0,7.0,,,Нет,Центральное,Да,4.0,7.0
Центральный_Вторичная_4_4/7_108_78704_Кирпич,Центральный,Квартира,Вторичная,4,4/7,108.0,12.0,,8500000,78704,Кирпич,2005.0,1934.0,7.0,,,Нет,Центральное,Да,4.0,7.0
Первомайский_Вторичная_1_10/16_42_102381_Кирпич,Первомайский,Квартира,Вторичная,1,10/16,42.0,,,4300000,102381,Кирпич,2006.0,2014.0,1.0,Железобетонные,Кирпич,Есть,Центральное,Нет,10.0,16.0
Первомайский_Вторичная_1_5/16_45_95556_Кирпич,Первомайский,Квартира,Вторичная,1,5/16,45.0,10.0,,4300000,95556,Кирпич,2006.0,2014.0,1.0,Железобетонные,Кирпич,Есть,Центральное,Нет,5.0,16.0
Советский_Вторичная_3_3/4_120.7_71251_Кирпич,Советский,Квартира,Вторичная,3,3/4,120.7,31.9,,8600000,71251,Кирпич,2007.0,,,,,,,,3.0,4.0
Советский_Вторичная_4_3/4_180_67500_Кирпич,Советский,Квартира,Вторичная,4,3/4,180.0,35.0,,12150000,67500,Кирпич,2007.0,,,,,,,,3.0,4.0
Центральный_Вторичная_3_4/4_89.2_196188_Кирпич,Центральный,,Вторичная,3,4/4,89.2,33.4,34.3,17500000,196188,Кирпич,2008.0,,,,,,,,4.0,4.0
Центральный_Вторичная_5_2/4_215_116279_Кирпич,Центральный,,Вторичная,5,2/4,215.0,19.0,,25000000,116279,Кирпич,2008.0,,,,,,,,2.0,4.0
Первомайский_Вторичная_3_3/6_110_60455_Кирпич,Первомайский,Квартира,Вторичная,3,3/6,110.0,2.0,,6650000,60455,Кирпич,2009.0,2005.0,3.0,Железобетонные,Кирпич,Нет,Центральное,Нет,3.0,6.0
Первомайский_Вторичная_7_5/6_201.2_49697_Кирпич,Первомайский,Квартира,Вторичная,7,5/6,201.2,15.0,,9999000,49697,Кирпич,2009.0,2005.0,3.0,Железобетонные,Кирпич,Нет,Центральное,Нет,5.0,6.0
Центральный_Вторичная_1_3/5_33.5_98209_Кирпич,Центральный,Квартира,Вторичная,1,3/5,33.5,6.0,,3290000,98209,Кирпич,2010.0,1963.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Да,3.0,5.0
Центральный_Вторичная_2_4/5_44.6_123318_Кирпич,Центральный,Квартира,Вторичная,2,4/5,44.6,6.0,28.0,5500000,123318,Кирпич,2010.0,1963.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Да,4.0,5.0
Ленинский_Вторичная_2_4/5_44.6_54933_Кирпич,Ленинский,Квартира,Вторичная,2,4/5,44.6,5.2,,2450000,54933,Кирпич,2011.0,1965.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Нет,4.0,5.0
Ленинский_Вторичная_3_3/5_42.1_81948_Кирпич,Ленинский,Квартира,Вторичная,3,3/5,42.1,5.8,,3450000,81948,Кирпич,2011.0,1965.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Нет,3.0,5.0
Кировский_Вторичная_2_13/16_44_147727_Блоки,Кировский,Квартира,Вторичная,2,13/16,44.0,20.5,,6500000,147727,Блоки,2012.0,2016.0,2.0,Железобетонные,Кирпич,Нет,Центральное,Нет,13.0,16.0
Кировский_Вторичная_2_13/16_44_152273_Монолит,Кировский,Квартира,Вторичная,2,13/16,44.0,,30.2,6700000,152273,Монолит,2012.0,2016.0,2.0,Железобетонные,Кирпич,Нет,Центральное,Нет,13.0,16.0
Кировский_Новостройка_1_16/16_44_64773_Монолит,Кировский,Квартира,Новостройка,1,16/16,44.0,12.0,15.0,2850000,64773,Монолит,2014.0,,,,,,,,16.0,16.0
Кировский_Новостройка_3_4/16_75.4_53050_Кирпич,Кировский,Квартира,Новостройка,3,4/16,75.4,10.8,41.7,4000000,53050,Кирпич,2014.0,,,,,,,,4.0,16.0
Кировский_Вторичная_1_9/10_49_48980_Панель,Кировский,Квартира,Вторичная,1,9/10,49.0,14.0,28.0,2400000,48980,Панель,2015.0,,,,,,,,9.0,10.0
Кировский_Вторичная_2_9/10_58.8_59524_Панель,Кировский,Квартира,Вторичная,2,9/10,58.8,,,3500000,59524,Панель,2015.0,,,,,,,,9.0,10.0
Заельцовский_Вторичная_1_7/10_40.4_105693_Кирпич,Заельцовский,Квартира,Вторичная,1,7/10,40.4,11.0,21.0,4270000,105693,Кирпич,2016.0,1998.0,3.0,Железобетонные,Кирпич,Нет,Центральное,Нет,7.0,10.0
Заельцовский_Вторичная_1_7/10_40_107000_Кирпич,Заельцовский,Квартира,Вторичная,1,7/10,40.0,12.0,,4280000,107000,Кирпич,2016.0,1998.0,3.0,Железобетонные,Кирпич,Нет,Центральное,Нет,7.0,10.0
Кировский_Вторичная_1_1/5_27.6_106522_Кирпич,Кировский,Квартира,Вторичная,1,1/5,27.6,6.0,17.0,2940000,106522,Кирпич,2018.0,1969.0,3.0,Железобетонные,Кирпич,Нет,Центральное,Нет,1.0,5.0
Кировский_Вторичная_3_1/5_70.5_92199_Кирпич,Кировский,Квартира,Вторичная,3,1/5,70.5,5.4,47.0,6500000,92199,Кирпич,2018.0,1969.0,3.0,Железобетонные,Кирпич,Нет,Центральное,Нет,1.0,5.0
Кировский_Вторичная_Студия_2/9_15.6_86538_Панель,Кировский,Квартира,Вторичная,Студия,2/9,15.6,2.0,8.9,1350000,86538,Панель,2019.0,1989.0,2.0,Железобетонные,Панельные,Есть,Центральное,Нет,2.0,9.0
Кировский_Вторичная_Студия_7/9_15.7_89172_Панель,Кировский,Квартира,Вторичная,Студия,7/9,15.7,3.0,9.0,1400000,89172,Панель,2019.0,1989.0,2.0,Железобетонные,Панельные,Есть,Центральное,Нет,7.0,9.0
Центральный_Вторичная_3_16/23_77.5_107097_Монолит,Центральный,Квартира,Вторичная,3,16/23,77.5,10.0,,8300000,107097,Монолит,2020.0,2012.0,3.0,Железобетонные,Монолитные,Нет,Центральное,Нет,16.0,23.0
Центральный_Вторичная_3_18/23_80.8_105198_Монолит,Центральный,Квартира,Вторичная,3,18/23,80.8,20.0,,8500000,105198,Монолит,2020.0,2012.0,3.0,Железобетонные,Монолитные,Нет,Центральное,Нет,18.0,23.0
Первомайский_Вторичная_1_4/14_41_97317_Кирпич,Первомайский,Квартира,Вторичная,1,4/14,41.0,12.0,18.0,3990000,97317,Кирпич,2021.0,2008.0,15.0,Железобетонные,Кирпич,Нет,Центральное,Нет,4.0,14.0
Первомайский_Вторичная_3_9/14_72_82778_Кирпич,Первомайский,Квартира,Вторичная,3,9/14,72.0,11.2,35.0,5960000,82778,Кирпич,2021.0,2008.0,15.0,Железобетонные,Кирпич,Нет,Центральное,Нет,9.0,14.0
Дзержинский_Вторичная_3_2/14_121.1_85467_Кирпич,Дзержинский,Квартира,Вторичная,3,2/14,121.1,13.4,79.5,10350000,85467,Кирпич,2022.0,1996.0,2.0,Железобетонные,Кирпич,Есть,Центральное,Нет,2.0,14.0
Дзержинский_Вторичная_4_6/14_139_107914_Кирпич,Дзержинский,Квартира,Вторичная,4,6/14,139.0,16.0,,15000000,107914,Кирпич,2022.0,1996.0,2.0,Железобетонные,Кирпич,Есть,Центральное,Нет,6.0,14.0
Октябрьский_Вторичная_3_12/18_57_42376_Панель,Октябрьский,Квартира,Вторичная,3,12/18,57.0,18.0,20.0,2415420,42376,Панель,2023.0,,,,,,,,12.0,18.0
Октябрьский_Вторичная_Студия_15/18_57.5_42226_Панель,Октябрьский,Квартира,Вторичная,Студия,15/18,57.5,,33.6,2428000,42226,Панель,2023.0,,,,,,,,15.0,18.0
Железнодорожный_Вторичная_2_3/5_48_75000_Кирпич,Железнодорожный,Квартира,Вторичная,2,3/5,48.0,6.0,35.0,3600000,75000,Кирпич,2024.0,1966.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Да,3.0,5.0
Железнодорожный_Вторичная_3_1/5_51.3_91618_Кирпич,Железнодорожный,Квартира,Вторичная,3,1/5,51.3,6.0,40.0,4700000,91618,Кирпич,2024.0,1966.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Да,1.0,5.0
Заельцовский_Новостройка_1_4/21_47.4_88437_Кирпич,Заельцовский,Квартира,Новостройка,1,4/21,47.4,,,4191920,88437,Кирпич,2025.0,,,,,,,,4.0,21.0
Заельцовский_Новостройка_2_2/21_50_88000_Монолит,Заельцовский,Квартира,Новостройка,2,2/21,50.0,20.0,14.0,4400000,88000,Монолит,2025.0,,,,,,,,2.0,21.0
Ленинский_Новостройка_1_12/17_49.7_90239_Кирпич,Ленинский,Квартира,Новостройка,1,12/17,49.7,,,4484900,90239,Кирпич,2026.0,,,,,,,,12.0,17.0
Ленинский_Новостройка_1_3/17_49.7_90233_Кирпич,Ленинский,Квартира,Новостройка,1,3/17,49.7,,,4484600,90233,Кирпич,2026.0,,,,,,,,3.0,17.0
Ленинский_Новостройка_2_11/17_50.1_88603_Кирпич,Ленинский,Квартира,Новостройка,2,11/17,50.1,4.5,28.3,4439000,88603,Кирпич,2026.0,,,,,,,,11.0,17.0
Дзержинский_Вторичная_2_5/5_45_83333_Кирпич,Дзержинский,Квартира,Вторичная,2,5/5,45.0,6.0,30.0,3750000,83333,Кирпич,2027.0,1958.0,6.0,Железобетонные,Кирпич,Нет,Центральное,Да,5.0,5.0
Дзержинский_Вторичная_2_5/5_45_84444_Кирпич,Дзержинский,Квартира,Вторичная,2,5/5,45.0,9.0,,3800000,84444,Кирпич,2027.0,1958.0,6.0,Железобетонные,Кирпич,Нет,Центральное,Да,5.0,5.0
Первомайский_Вторичная_1_4/5_30.3_62673_Кирпич,Первомайский,Квартира,Вторичная,1,4/5,30.3,7.0,19.0,1899000,62673,Кирпич,2028.0,1962.0,3.0,Железобетонные,Кирпич,Нет,Центральное,Нет,4.0,5.0
Первомайский_Вторичная_2_5/5_44_68182_Кирпич,Первомайский,Квартира,Вторичная,2,5/5,44.0,6.0,28.0,3000000,68182,Кирпич,2028.0,1962.0,3.0,Железобетонные,Кирпич,Нет,Центральное,Нет,5.0,5.0
Октябрьский_Вторичная_2_4/15_41_141439_Кирпич,Октябрьский,Квартира,Вторичная,2,4/15,41.0,16.0,13.0,5799000,141439,Кирпич,2030.0,,,,,,,,4.0,15.0
Октябрьский_Вторичная_3_1/15_70_108571_Кирпич,Октябрьский,Квартира,Вторичная,3,1/15,70.0,20.0,45.0,7600000,108571,Кирпич,2030.0,,,,,,,,1.0,15.0
Железнодорожный_Вторичная_3_5/5_73.8_115176_Кирпич,Железнодорожный,Квартира,Вторичная,3,5/5,73.8,8.0,42.6,8500000,115176,Кирпич,2031.0,,6.0,Железобетонные,Кирпич,,Центральное,Нет,5.0,5.0
Железнодорожный_Вторичная_3_5/5_73_121918_Кирпич,Железнодорожный,Квартира,Вторичная,3,5/5,73.0,8.0,42.6,8900000,121918,Кирпич,2031.0,,6.0,Железобетонные,Кирпич,,Центральное,Нет,5.0,5.0
Центральный_Вторичная_1_7/17_47.6_132353_Монолит,Центральный,Квартира,Вторичная,1,7/17,47.6,12.0,,6300000,132353,Монолит,2032.0,2010.0,1.0,Железобетонные,Монолитные,Нет,Центральное,Нет,7.0,17.0
Центральный_Вторичная_3_9/17_72_122222_Кирпич,Центральный,Квартира,Вторичная,3,9/17,72.0,23.0,39.0,8800000,122222,Кирпич,2032.0,2010.0,1.0,Железобетонные,Монолитные,Нет,Центральное,Нет,9.0,17.0
Дзержинский_Вторичная_3_12/15_74_128378_Кирпич,Дзержинский,Квартира,Вторичная,3,12/15,74.0,,,9500000,128378,Кирпич,2033.0,2003.0,1.0,Железобетонные,Кирпич,Нет,Центральное,Нет,12.0,15.0
Дзержинский_Вторичная_4_10/15_113.3_88173_Кирпич,Дзержинский,Квартира,Вторичная,4,10/15,113.3,12.4,65.4,9990000,88173,Кирпич,2033.0,2003.0,1.0,Железобетонные,Кирпич,Нет,Центральное,Нет,10.0,15.0
Первомайский_Вторичная_2_15/16_40.9_94866_Панель,Первомайский,Квартира,Вторичная,2,15/16,40.9,5.0,28.0,3880000,94866,Панель,2034.0,,,,,,,,15.0,16.0
Первомайский_Вторичная_2_15/16_41_93415_Панель,Первомайский,Квартира,Вторичная,2,15/16,41.0,15.0,,3830000,93415,Панель,2034.0,,,,,,,,15.0,16.0
Кировский_Вторичная_1_3/10_41.3_58111_Панель,Кировский,Квартира,Вторичная,1,3/10,41.3,12.0,,2400000,58111,Панель,2035.0,,,,,,,,3.0,10.0
Кировский_Вторичная_2_10/10_41_63415_Панель,Кировский,Квартира,Вторичная,2,10/10,41.0,5.0,27.0,2600000,63415,Панель,2035.0,,,,,,,,10.0,10.0
Дзержинский_Вторичная_2_1/5_42.8_82944_Панель,Дзержинский,Квартира,Вторичная,2,1/5,42.8,6.0,25.0,3550000,82944,Панель,2036.0,1976.0,6.0,Железобетонные,Панельные,Нет,Центральное,Нет,1.0,5.0
Дзержинский_Вторичная_2_5/5_42.7_86651_Панель,Дзержинский,Квартира,Вторичная,2,5/5,42.7,6.4,,3700000,86651,Панель,2036.0,1976.0,6.0,Железобетонные,Панельные,Нет,Центральное,Нет,5.0,5.0
Первомайский_Вторичная_1_2/5_43_65116_Панель,Первомайский,Квартира,Вторичная,1,2/5,43.0,6.0,,2800000,65116,Панель,2037.0,1973.0,4.0,Железобетонные,Панельные,Нет,Центральное,Нет,2.0,5.0
Первомайский_Вторичная_2_3/5_43.8_79909_Панель,Первомайский,Квартира,Вторичная,2,3/5,43.8,6.9,29.7,3500000,79909,Панель,2037.0,1973.0,4.0,Железобетонные,Панельные,Нет,Центральное,Нет,3.0,5.0
Железнодорожный_Вторичная_2_4/5_42_102381_Кирпич,Железнодорожный,Квартира,Вторичная,2,4/5,42.0,5.0,28.0,4300000,102381,Кирпич,2038.0,1967.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Нет,4.0,5.0
Железнодорожный_Вторичная_2_4/5_43_110465_Кирпич,Железнодорожный,Квартира,Вторичная,2,4/5,43.0,8.0,,4750000,110465,Кирпич,2038.0,1967.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Нет,4.0,5.0
Дзержинский_Вторичная_1_1/16_36_119444_Кирпич,Дзержинский,Квартира,Вторичная,1,1/16,36.0,9.0,,4300000,119444,Кирпич,2039.0,,4.0,Железобетонные,Кирпич,,,,1.0,16.0
Дзержинский_Вторичная_3_13/16_95.5_130890_Кирпич,Дзержинский,Квартира,Вторичная,3,13/16,95.5,,69.0,12500000,130890,Кирпич,2039.0,,4.0,Железобетонные,Кирпич,,,,13.0,16.0
Октябрьский_Вторичная_Студия_10/10_38.2_57592_Панель,Октябрьский,Квартира,Вторичная,Студия,10/10,38.2,2.7,28.1,2200000,57592,Панель,2040.0,,,,,,,,10.0,10.0
Октябрьский_Вторичная_Студия_4/10_33_51667_Панель,Октябрьский,Квартира,Вторичная,Студия,4/10,33.0,5.0,20.0,1705000,51667,Панель,2040.0,,,,,,,,4.0,10.0
Дзержинский_Вторичная_2_4/5_44.2_98416_Панель,Дзержинский,Квартира,Вторичная,2,4/5,44.2,6.0,27.0,4350000,98416,Панель,2041.0,1965.0,4.0,Железобетонные,Панельные,Нет,Центральное,Нет,4.0,5.0
Дзержинский_Вторичная_3_4/5_57.1_79685_Панель,Дзержинский,Квартира,Вторичная,3,4/5,57.1,5.8,42.0,4550000,79685,Панель,2041.0,1965.0,4.0,Железобетонные,Панельные,Нет,Центральное,Нет,4.0,5.0
Заельцовский_Вторичная_2_1/10_75_108000_Кирпич,Заельцовский,Квартира,Вторичная,2,1/10,75.0,34.0,35.0,8100000,108000,Кирпич,2042.0,1997.0,5.0,Железобетонные,Панельные,,Центральное,Нет,1.0,10.0
Заельцовский_Вторичная_3_8/10_95.5_91099_Кирпич,Заельцовский,Квартира,Вторичная,3,8/10,95.5,13.0,,8700000,91099,Кирпич,2042.0,1997.0,5.0,Железобетонные,Панельные,,Центральное,Нет,8.0,10.0
Ленинский_Вторичная_1_2/9_40.1_74314_Панель,Ленинский,Квартира,Вторичная,1,2/9,40.1,10.2,17.0,2980000,74314,Панель,2043.0,,,,,,,,2.0,9.0
Ленинский_Вторичная_Студия_4/9_22_107727_Монолит,Ленинский,Квартира,Вторичная,Студия,4/9,22.0,,,2370000,107727,Монолит,2043.0,,,,,,,,4.0,9.0
Железнодорожный_Вторичная_1_9/9_30_128333_Панель,Железнодорожный,Квартира,Вторичная,1,9/9,30.0,6.0,,3850000,128333,Панель,2044.0,1983.0,2.0,Железобетонные,Панельные,Есть,Центральное,Нет,9.0,9.0
Железнодорожный_Вторичная_1_9/9_30_129000_Панель,Железнодорожный,Квартира,Вторичная,1,9/9,30.0,5.0,,3870000,129000,Панель,2044.0,1983.0,2.0,Железобетонные,Панельные,Есть,Центральное,Нет,9.0,9.0
Кировский_Вторичная_2_4/11_52.5_106667_Кирпич,Кировский,Квартира,Вторичная,2,4/11,52.5,10.0,26.0,5600000,106667,Кирпич,2045.0,2009.0,2.0,Железобетонные,Кирпич,Есть,Центральное,Нет,4.0,11.0
Кировский_Вторичная_2_8/11_57_75439_Кирпич,Кировский,Квартира,Вторичная,2,8/11,57.0,14.0,,4300000,75439,Кирпич,2045.0,2009.0,2.0,Железобетонные,Кирпич,Есть,Центральное,Нет,8.0,11.0
Калининский_Новостройка_3_7/12_101.2_84980_Кирпич,Калининский,Квартира,Новостройка,3,7/12,101.2,,,8600000,84980,Кирпич,2046.0,,,,,,,,7.0,12.0
Калининский_Новостройка_3_8/12_107.2_87687_Кирпич,Калининский,Квартира,Новостройка,3,8/12,107.2,,,9400000,87687,Кирпич,2046.0,,,,,,,,8.0,12.0
Октябрьский_Вторичная_1_5/10_39_48718_Панель,Октябрьский,Квартира,Вторичная,1,5/10,39.0,7.0,25.0,1900000,48718,Панель,2047.0,,,,,,,,5.0,10.0
Октябрьский_Вторичная_3_7/10_87.4_40046_Панель,Октябрьский,Квартира,Вторичная,3,7/10,87.4,12.9,56.5,3500000,40046,Панель,2047.0,,,,,,,,7.0,10.0
Октябрьский_Вторичная_Студия_1/10_39.4_48223_Панель,Октябрьский,Квартира,Вторичная,Студия,1/10,39.4,5.0,25.0,1900000,48223,Панель,2047.0,,,,,,,,1.0,10.0
Октябрьский_Вторичная_Студия_10/10_39_46667_Панель,Октябрьский,Квартира,Вторичная,Студия,10/10,39.0,5.0,20.0,1820000,46667,Панель,2047.0,,,,,,,,10.0,10.0
Заельцовский_Вторичная_1_6/19_43_130233_Кирпич,Заельцовский,Квартира,Вторичная,1,6/19,43.0,15.0,17.0,5600000,130233,Кирпич,2051.0,2008.0,2.0,Железобетонные,Смешанные,Есть,Центральное,Нет,6.0,19.0
Заельцовский_Вторичная_2_8/19_58_140000_Монолит,Заельцовский,Квартира,Вторичная,2,8/19,58.0,22.0,,8120000,140000,Монолит,2051.0,2008.0,2.0,Железобетонные,Смешанные,Есть,Центральное,Нет,8.0,19.0
